,SigC,SigH,EpsC,EpsH,density,estimErr
436,0.175,0.0683,0.2465,0.09,641.156,16.0
437,0.175,0.0683,0.2465,0.11,638.998,19.0
438,0.175,0.0683,0.2465,0.13,637.47,16.0
439,0.175,0.0683,0.4108,0.03,641.93,16.0
440,0.175,0.0683,0.4108,0.05,638.01,21.0
441,0.175,0.0683,0.4108,0.07,636.612,17.0
442,0.175,0.0683,0.4108,0.09,637.536,19.0
443,0.175,0.0683,0.4108,0.11,644.871,17.0
444,0.175,0.0683,0.4108,0.13,638.465,17.0
445,0.175,0.0683,0.5751,0.03,639.668,18.0
446,0.175,0.0683,0.5751,0.05,647.597,15.0
447,0.175,0.0683,0.5751,0.07,638.466,22.0
448,0.175,0.0683,0.5751,0.09,641.927,18.0
449,0.175,0.0683,0.5751,0.11,637.601,18.0
450,0.175,0.0683,0.5751,0.13,638.29,18.0
451,0.175,0.0683,0.7394,0.03,639.999,18.0
452,0.175,0.0683,0.7394,0.05,646.165,18.0
453,0.175,0.0683,0.7394,0.07,640.575,20.0
454,0.175,0.0683,0.7394,0.09,641.266,18.0
455,0.175,0.0683,0.7394,0.11,646.418,18.0
456,0.175,0.0683,0.7394,0.13,642.551,21.0
457,0.175,0.0683,0.9037,0.03,643.326,21.0
458,0.175,0.0683,0.9037,0.05,643.991,16.0
459,0.175,0.0683,0.9037,0.07,649.545,16.0
460,0.175,0.0683,0.9037,0.09,646.362,16.0
461,0.175,0.0683,0.9037,0.11,639.804,19.0
462,0.175,0.0683,0.9037,0.13,644.91,20.0
463,0.175,0.0683,1.068,0.03,643.542,18.0
464,0.175,0.0683,1.068,0.05,645.349,17.0
465,0.175,0.0683,1.068,0.07,648.285,18.0
466,0.175,0.0683,1.068,0.09,641.173,20.0
467,0.175,0.0683,1.068,0.11,641.97,20.0
468,0.175,0.0683,1.068,0.13,646.766,17.0
469,0.175,0.1138,0.2465,0.03,636.217,20.0
470,0.175,0.1138,0.2465,0.05,638.979,17.0
471,0.175,0.1138,0.2465,0.07,638.162,18.0
472,0.175,0.1138,0.2465,0.09,641.348,17.0
473,0.175,0.1138,0.2465,0.11,642.773,19.0
474,0.175,0.1138,0.2465,0.13,640.864,21.0
475,0.175,0.1138,0.4108,0.03,637.915,22.0
476,0.175,0.1138,0.4108,0.05,643.753,16.0
477,0.175,0.1138,0.4108,0.07,640.627,17.0
478,0.175,0.1138,0.4108,0.09,645.057,15.0
479,0.175,0.1138,0.4108,0.11,639.419,19.0
480,0.175,0.1138,0.4108,0.13,641.693,17.0
481,0.175,0.1138,0.5751,0.03,644.208,16.0
482,0.175,0.1138,0.5751,0.05,641.854,20.0
483,0.175,0.1138,0.5751,0.07,643.618,16.0
484,0.175,0.1138,0.5751,0.09,646.556,15.0
485,0.175,0.1138,0.5751,0.11,646.724,17.0
486,0.175,0.1138,0.5751,0.13,646.813,15.0
487,0.175,0.1138,0.7394,0.03,643.023,18.0
488,0.175,0.1138,0.7394,0.05,645.046,20.0
489,0.175,0.1138,0.7394,0.07,647.65,19.0
490,0.175,0.1138,0.7394,0.09,645.7,16.0
491,0.175,0.1138,0.7394,0.11,643.205,19.0
492,0.175,0.1138,0.7394,0.13,647.315,19.0
493,0.175,0.1138,0.9037,0.03,649.659,21.0
494,0.175,0.1138,0.9037,0.05,645.233,21.0
495,0.175,0.1138,0.9037,0.07,648.916,12.0
496,0.175,0.1138,0.9037,0.09,650.837,14.0
497,0.175,0.1138,0.9037,0.11,650.089,14.0
498,0.175,0.1138,0.9037,0.13,648.692,17.0
499,0.175,0.1138,1.068,0.03,642.358,18.0
500,0.175,0.1138,1.068,0.05,650.702,17.0
501,0.175,0.1138,1.068,0.07,649.892,20.0
502,0.175,0.1138,1.068,0.09,645.1,16.0
503,0.175,0.1138,1.068,0.11,647.471,21.0
504,0.175,0.1138,1.068,0.13,646.709,23.0
505,0.175,0.1593,0.2465,0.03,641.221,19.0
506,0.175,0.1593,0.2465,0.05,650.292,17.0
507,0.175,0.1593,0.2465,0.07,644.927,19.0
508,0.175,0.1593,0.2465,0.09,649.082,17.0
509,0.175,0.1593,0.2465,0.11,655.013,19.0
510,0.175,0.1593,0.2465,0.13,661.676,20.0
511,0.175,0.1593,0.4108,0.03,645.163,16.0
512,0.175,0.1593,0.4108,0.05,648.57,19.0
513,0.175,0.1593,0.4108,0.07,647.353,19.0
514,0.175,0.1593,0.4108,0.09,648.35,22.0
515,0.175,0.1593,0.4108,0.11,661.789,16.0
516,0.175,0.1593,0.4108,0.13,664.777,17.0
517,0.175,0.1593,0.5751,0.03,645.864,19.0
518,0.175,0.1593,0.5751,0.05,652.591,17.0
519,0.175,0.1593,0.5751,0.07,650.228,19.0
520,0.175,0.1593,0.5751,0.09,659.339,21.0
521,0.175,0.1593,0.5751,0.11,664.317,18.0
522,0.175,0.1593,0.5751,0.13,664.949,20.0
523,0.175,0.1593,0.7394,0.03,645.911,19.0
524,0.175,0.1593,0.7394,0.05,655.986,17.0
525,0.175,0.1593,0.7394,0.07,653.36,18.0
526,0.175,0.1593,0.7394,0.09,654.639,21.0
527,0.175,0.1593,0.7394,0.11,655.754,24.0
528,0.175,0.1593,0.7394,0.13,662.116,19.0
529,0.175,0.1593,0.9037,0.03,648.547,22.0
530,0.175,0.1593,0.9037,0.05,653.207,19.0
531,0.175,0.1593,0.9037,0.07,653.467,20.0
532,0.175,0.1593,0.9037,0.09,659.662,23.0
533,0.175,0.1593,0.9037,0.11,660.207,21.0
534,0.175,0.1593,0.9037,0.13,667.47,21.0
535,0.175,0.1593,1.068,0.03,651.561,17.0
536,0.175,0.1593,1.068,0.05,652.261,18.0
537,0.175,0.1593,1.068,0.07,653.739,24.0
538,0.175,0.1593,1.068,0.09,659.899,20.0
539,0.175,0.1593,1.068,0.11,658.335,24.0
540,0.175,0.1593,1.068,0.13,666.596,23.0
541,0.175,0.2048,0.2465,0.03,645.374,17.0
542,0.175,0.2048,0.2465,0.05,660.392,15.0
543,0.175,0.2048,0.2465,0.07,660.307,23.0
544,0.175,0.2048,0.2465,0.09,672.929,19.0
545,0.175,0.2048,0.2465,0.11,683.531,16.0
546,0.175,0.2048,0.2465,0.13,686.39,21.0
547,0.175,0.2048,0.4108,0.03,649.287,18.0
548,0.175,0.2048,0.4108,0.05,655.316,20.0
549,0.175,0.2048,0.4108,0.07,665.648,18.0
550,0.175,0.2048,0.4108,0.09,674.106,18.0
551,0.175,0.2048,0.4108,0.11,676.419,25.0
552,0.175,0.2048,0.4108,0.13,688.113,22.0
553,0.175,0.2048,0.5751,0.03,648.148,17.0
554,0.175,0.2048,0.5751,0.05,656.071,21.0
555,0.175,0.2048,0.5751,0.07,670.344,21.0
556,0.175,0.2048,0.5751,0.09,678.617,15.0
557,0.175,0.2048,0.5751,0.11,682.671,18.0
558,0.175,0.2048,0.5751,0.13,696.951,16.0
559,0.175,0.2048,0.7394,0.03,656.391,18.0
560,0.175,0.2048,0.7394,0.05,663.298,17.0
561,0.175,0.2048,0.7394,0.07,669.099,22.0
562,0.175,0.2048,0.7394,0.09,676.783,19.0
563,0.175,0.2048,0.7394,0.11,679.38,22.0
564,0.175,0.2048,0.7394,0.13,694.588,18.0
565,0.175,0.2048,0.9037,0.03,656.563,17.0
566,0.175,0.2048,0.9037,0.05,663.062,17.0
567,0.175,0.2048,0.9037,0.07,672.159,18.0
568,0.175,0.2048,0.9037,0.09,681.129,19.0
569,0.175,0.2048,0.9037,0.11,689.551,16.0
570,0.175,0.2048,0.9037,0.13,689.888,22.0
571,0.175,0.2048,1.068,0.03,658.184,19.0
572,0.175,0.2048,1.068,0.05,667.195,17.0
573,0.175,0.2048,1.068,0.07,674.642,18.0
574,0.175,0.2048,1.068,0.09,681.549,20.0
575,0.175,0.2048,1.068,0.11,689.299,20.0
576,0.175,0.2048,1.068,0.13,697.583,17.0
577,0.175,0.2503,0.2465,0.03,602.984,17.0
578,0.175,0.2503,0.2465,0.05,606.119,11.0
579,0.175,0.2503,0.2465,0.07,604.964,16.0
580,0.175,0.2503,0.2465,0.09,612.583,16.0
581,0.175,0.2503,0.2465,0.11,617.758,15.0
582,0.175,0.2503,0.2465,0.13,626.535,15.0
583,0.175,0.2503,0.4108,0.03,609.758,12.0
584,0.175,0.2503,0.4108,0.05,607.692,13.0
585,0.175,0.2503,0.4108,0.07,608.832,18.0
586,0.175,0.2503,0.4108,0.09,612.023,13.0
587,0.175,0.2503,0.4108,0.11,622.175,14.0
588,0.175,0.2503,0.4108,0.13,624.019,13.0
589,0.175,0.2503,0.5751,0.03,607.033,14.0
590,0.175,0.2503,0.5751,0.05,608.408,11.0
591,0.175,0.2503,0.5751,0.07,611.235,16.0
592,0.175,0.2503,0.5751,0.09,614.759,12.0
593,0.175,0.2503,0.5751,0.11,623.113,10.0
594,0.175,0.2503,0.5751,0.13,627.467,15.0
595,0.175,0.2503,0.7394,0.03,610.846,15.0
596,0.175,0.2503,0.7394,0.05,607.091,15.0
597,0.175,0.2503,0.7394,0.07,605.942,13.0
598,0.175,0.2503,0.7394,0.09,616.686,14.0
599,0.175,0.2503,0.7394,0.11,621.478,16.0
600,0.175,0.2503,0.7394,0.13,630.107,14.0
601,0.175,0.2503,0.9037,0.03,608.545,15.0
602,0.175,0.2503,0.9037,0.05,606.486,15.0
603,0.175,0.2503,0.9037,0.07,611.04,16.0
604,0.175,0.2503,0.9037,0.09,615.322,13.0
605,0.175,0.2503,0.9037,0.11,623.164,18.0
606,0.175,0.2503,0.9037,0.13,630.207,13.0
607,0.175,0.2503,1.068,0.03,611.997,17.0
608,0.175,0.2503,1.068,0.05,610.785,15.0
609,0.175,0.2503,1.068,0.07,613.762,15.0
610,0.175,0.2503,1.068,0.09,619.781,13.0
611,0.175,0.2503,1.068,0.11,625.932,14.0
612,0.175,0.2503,1.068,0.13,626.248,18.0
613,0.175,0.2958,0.2465,0.03,351.961,24.0
614,0.175,0.2958,0.2465,0.05,446.143,--
615,0.175,0.2958,0.2465,0.07,446.143,--
616,0.175,0.2958,0.2465,0.09,446.143,--
617,0.175,0.2958,0.2465,0.11,446.143,--
618,0.175,0.2958,0.2465,0.13,446.143,--
619,0.175,0.2958,0.4108,0.03,391.381,14.0
620,0.175,0.2958,0.4108,0.05,446.143,--
621,0.175,0.2958,0.4108,0.07,446.143,--
622,0.175,0.2958,0.4108,0.09,446.143,--
623,0.175,0.2958,0.4108,0.11,446.143,--
624,0.175,0.2958,0.4108,0.13,446.143,--
625,0.175,0.2958,0.5751,0.03,397.604,13.0
626,0.175,0.2958,0.5751,0.05,446.143,--
627,0.175,0.2958,0.5751,0.07,446.143,--
628,0.175,0.2958,0.5751,0.09,446.143,--
629,0.175,0.2958,0.5751,0.11,446.143,--
630,0.175,0.2958,0.5751,0.13,446.143,--
631,0.175,0.2958,0.7394,0.03,381.581,11.0
632,0.175,0.2958,0.7394,0.05,446.143,--
633,0.175,0.2958,0.7394,0.07,446.143,--
634,0.175,0.2958,0.7394,0.09,446.143,--
635,0.175,0.2958,0.7394,0.11,446.143,--
636,0.175,0.2958,0.7394,0.13,446.143,--
637,0.175,0.2958,0.9037,0.03,366.649,19.0
638,0.175,0.2958,0.9037,0.05,446.143,--
639,0.175,0.2958,0.9037,0.07,446.143,--
640,0.175,0.2958,0.9037,0.09,446.143,--
641,0.175,0.2958,0.9037,0.11,446.143,--
642,0.175,0.2958,0.9037,0.13,446.143,--
643,0.175,0.2958,1.068,0.03,434.035,15.0
644,0.175,0.2958,1.068,0.05,446.143,--
645,0.175,0.2958,1.068,0.07,446.143,--
646,0.175,0.2958,1.068,0.09,446.143,--
647,0.175,0.2958,1.068,0.11,446.143,--
648,0.175,0.2958,1.068,0.13,446.143,--
649,0.225,0.0683,0.2465,0.03,648.975,14.0
650,0.225,0.0683,0.2465,0.05,644.273,17.0
651,0.225,0.0683,0.2465,0.07,647.897,17.0
652,0.225,0.0683,0.2465,0.09,644.426,12.0
653,0.225,0.0683,0.2465,0.11,643.13,20.0
654,0.225,0.0683,0.2465,0.13,649.792,17.0
655,0.225,0.0683,0.4108,0.03,656.014,17.0
656,0.225,0.0683,0.4108,0.05,652.859,18.0
657,0.225,0.0683,0.4108,0.07,652.671,20.0
658,0.225,0.0683,0.4108,0.09,659.13,15.0
659,0.225,0.0683,0.4108,0.11,653.728,20.0
660,0.225,0.0683,0.4108,0.13,660.931,16.0
661,0.225,0.0683,0.5751,0.03,657.941,20.0
662,0.225,0.0683,0.5751,0.05,659.909,21.0
663,0.225,0.0683,0.5751,0.07,659.081,21.0
664,0.225,0.0683,0.5751,0.09,663.199,17.0
665,0.225,0.0683,0.5751,0.11,659.104,19.0
666,0.225,0.0683,0.5751,0.13,664.335,19.0
667,0.225,0.0683,0.7394,0.03,667.99,23.0
668,0.225,0.0683,0.7394,0.05,664.109,21.0
669,0.225,0.0683,0.7394,0.07,672.127,15.0
670,0.225,0.0683,0.7394,0.09,667.749,21.0
671,0.225,0.0683,0.7394,0.11,668.898,19.0
672,0.225,0.0683,0.7394,0.13,669.006,21.0
673,0.225,0.0683,0.9037,0.03,672.623,20.0
674,0.225,0.0683,0.9037,0.05,680.345,17.0
675,0.225,0.0683,0.9037,0.07,672.246,23.0
676,0.225,0.0683,0.9037,0.09,674.407,19.0
677,0.225,0.0683,0.9037,0.11,673.629,21.0
678,0.225,0.0683,0.9037,0.13,674.804,18.0
679,0.225,0.0683,1.068,0.03,681.801,18.0
680,0.225,0.0683,1.068,0.05,682.931,19.0
681,0.225,0.0683,1.068,0.07,685.739,16.0
682,0.225,0.0683,1.068,0.09,685.142,19.0
683,0.225,0.0683,1.068,0.11,683.058,18.0
684,0.225,0.0683,1.068,0.13,684.667,19.0
685,0.225,0.1138,0.2465,0.03,651.585,16.0
686,0.225,0.1138,0.2465,0.05,646.417,18.0
687,0.225,0.1138,0.2465,0.07,649.803,16.0
688,0.225,0.1138,0.2465,0.09,653.254,17.0
689,0.225,0.1138,0.2465,0.11,644.038,24.0
690,0.225,0.1138,0.2465,0.13,652.933,15.0
691,0.225,0.1138,0.4108,0.03,651.836,20.0
692,0.225,0.1138,0.4108,0.05,653.23,19.0
693,0.225,0.1138,0.4108,0.07,656.307,19.0
694,0.225,0.1138,0.4108,0.09,654.957,16.0
695,0.225,0.1138,0.4108,0.11,656.944,18.0
696,0.225,0.1138,0.4108,0.13,658.7,19.0
697,0.225,0.1138,0.5751,0.03,662.443,19.0
698,0.225,0.1138,0.5751,0.05,666.681,16.0
699,0.225,0.1138,0.5751,0.07,667.014,18.0
700,0.225,0.1138,0.5751,0.09,663.396,20.0
701,0.225,0.1138,0.5751,0.11,665.663,20.0
702,0.225,0.1138,0.5751,0.13,671.632,19.0
703,0.225,0.1138,0.7394,0.03,667.388,21.0
704,0.225,0.1138,0.7394,0.05,675.246,17.0
705,0.225,0.1138,0.7394,0.07,666.715,22.0
706,0.225,0.1138,0.7394,0.09,672.577,17.0
707,0.225,0.1138,0.7394,0.11,672.5,19.0
708,0.225,0.1138,0.7394,0.13,670.263,19.0
709,0.225,0.1138,0.9037,0.03,674.79,22.0
710,0.225,0.1138,0.9037,0.05,683.032,17.0
711,0.225,0.1138,0.9037,0.07,679.093,22.0
712,0.225,0.1138,0.9037,0.09,682.547,17.0
713,0.225,0.1138,0.9037,0.11,673.393,23.0
714,0.225,0.1138,0.9037,0.13,683.053,17.0
715,0.225,0.1138,1.068,0.03,679.974,25.0
716,0.225,0.1138,1.068,0.05,686.387,16.0
717,0.225,0.1138,1.068,0.07,685.218,19.0
718,0.225,0.1138,1.068,0.09,684.84,20.0
719,0.225,0.1138,1.068,0.11,691.293,19.0
720,0.225,0.1138,1.068,0.13,685.113,22.0
721,0.225,0.1593,0.2465,0.03,651.894,18.0
722,0.225,0.1593,0.2465,0.05,652.889,20.0
723,0.225,0.1593,0.2465,0.07,657.823,17.0
724,0.225,0.1593,0.2465,0.09,663.641,19.0
725,0.225,0.1593,0.2465,0.11,666.545,18.0
726,0.225,0.1593,0.2465,0.13,666.541,22.0
727,0.225,0.1593,0.4108,0.03,660.196,18.0
728,0.225,0.1593,0.4108,0.05,661.566,20.0
729,0.225,0.1593,0.4108,0.07,663.938,21.0
730,0.225,0.1593,0.4108,0.09,673.548,21.0
731,0.225,0.1593,0.4108,0.11,674.143,19.0
732,0.225,0.1593,0.4108,0.13,673.165,18.0
733,0.225,0.1593,0.5751,0.03,660.457,22.0
734,0.225,0.1593,0.5751,0.05,672.726,18.0
735,0.225,0.1593,0.5751,0.07,676.81,18.0
736,0.225,0.1593,0.5751,0.09,675.839,18.0
737,0.225,0.1593,0.5751,0.11,681.414,17.0
738,0.225,0.1593,0.5751,0.13,681.541,19.0
739,0.225,0.1593,0.7394,0.03,666.702,23.0
740,0.225,0.1593,0.7394,0.05,676.4,25.0
741,0.225,0.1593,0.7394,0.07,680.171,18.0
742,0.225,0.1593,0.7394,0.09,688.958,16.0
743,0.225,0.1593,0.7394,0.11,687.774,22.0
744,0.225,0.1593,0.7394,0.13,686.357,19.0
745,0.225,0.1593,0.9037,0.03,682.668,18.0
746,0.225,0.1593,0.9037,0.05,677.508,21.0
747,0.225,0.1593,0.9037,0.07,685.388,20.0
748,0.225,0.1593,0.9037,0.09,692.879,20.0
749,0.225,0.1593,0.9037,0.11,694.848,19.0
750,0.225,0.1593,0.9037,0.13,696.942,18.0
751,0.225,0.1593,1.068,0.03,689.428,20.0
752,0.225,0.1593,1.068,0.05,688.213,24.0
753,0.225,0.1593,1.068,0.07,697.424,19.0
754,0.225,0.1593,1.068,0.09,698.725,19.0
755,0.225,0.1593,1.068,0.11,695.094,21.0
756,0.225,0.1593,1.068,0.13,703.444,21.0
757,0.225,0.2048,0.2465,0.03,660.56,18.0
758,0.225,0.2048,0.2465,0.05,663.317,21.0
759,0.225,0.2048,0.2465,0.07,674.011,15.0
760,0.225,0.2048,0.2465,0.09,678.182,19.0
761,0.225,0.2048,0.2465,0.11,690.873,17.0
762,0.225,0.2048,0.2465,0.13,697.651,21.0
763,0.225,0.2048,0.4108,0.03,660.593,18.0
764,0.225,0.2048,0.4108,0.05,674.011,20.0
765,0.225,0.2048,0.4108,0.07,678.878,21.0
766,0.225,0.2048,0.4108,0.09,685.528,19.0
767,0.225,0.2048,0.4108,0.11,690.401,24.0
768,0.225,0.2048,0.4108,0.13,702.772,18.0
769,0.225,0.2048,0.5751,0.03,668.882,21.0
770,0.225,0.2048,0.5751,0.05,679.335,16.0
771,0.225,0.2048,0.5751,0.07,688.208,18.0
772,0.225,0.2048,0.5751,0.09,696.543,16.0
773,0.225,0.2048,0.5751,0.11,702.525,20.0
774,0.225,0.2048,0.5751,0.13,705.906,19.0
775,0.225,0.2048,0.7394,0.03,675.987,20.0
776,0.225,0.2048,0.7394,0.05,686.228,20.0
777,0.225,0.2048,0.7394,0.07,692.548,18.0
778,0.225,0.2048,0.7394,0.09,698.6,20.0
779,0.225,0.2048,0.7394,0.11,709.652,19.0
780,0.225,0.2048,0.7394,0.13,716.985,18.0
781,0.225,0.2048,0.9037,0.03,680.686,25.0
782,0.225,0.2048,0.9037,0.05,696.277,18.0
783,0.225,0.2048,0.9037,0.07,696.826,18.0
784,0.225,0.2048,0.9037,0.09,705.516,19.0
785,0.225,0.2048,0.9037,0.11,712.542,19.0
786,0.225,0.2048,0.9037,0.13,718.364,20.0
787,0.225,0.2048,1.068,0.03,690.922,20.0
788,0.225,0.2048,1.068,0.05,697.038,19.0
789,0.225,0.2048,1.068,0.07,706.609,19.0
790,0.225,0.2048,1.068,0.09,713.379,21.0
791,0.225,0.2048,1.068,0.11,721.832,17.0
792,0.225,0.2048,1.068,0.13,726.55,18.0
793,0.225,0.2503,0.2465,0.03,608.049,17.0
794,0.225,0.2503,0.2465,0.05,610.992,15.0
795,0.225,0.2503,0.2465,0.07,614.531,14.0
796,0.225,0.2503,0.2465,0.09,622.194,13.0
797,0.225,0.2503,0.2465,0.11,624.379,14.0
798,0.225,0.2503,0.2465,0.13,627.536,12.0
799,0.225,0.2503,0.4108,0.03,620.906,17.0
800,0.225,0.2503,0.4108,0.05,612.809,17.0
801,0.225,0.2503,0.4108,0.07,621.169,14.0
802,0.225,0.2503,0.4108,0.09,624.486,14.0
803,0.225,0.2503,0.4108,0.11,629.689,13.0
804,0.225,0.2503,0.4108,0.13,634.741,12.0
805,0.225,0.2503,0.5751,0.03,634.577,12.0
806,0.225,0.2503,0.5751,0.05,623.456,15.0
807,0.225,0.2503,0.5751,0.07,627.399,12.0
808,0.225,0.2503,0.5751,0.09,633.014,10.0
809,0.225,0.2503,0.5751,0.11,630.015,19.0
810,0.225,0.2503,0.5751,0.13,634.802,20.0
811,0.225,0.2503,0.7394,0.03,634.303,17.0
812,0.225,0.2503,0.7394,0.05,630.169,12.0
813,0.225,0.2503,0.7394,0.07,632.442,14.0
814,0.225,0.2503,0.7394,0.09,637.098,11.0
815,0.225,0.2503,0.7394,0.11,642.018,16.0
816,0.225,0.2503,0.7394,0.13,643.765,13.0
817,0.225,0.2503,0.9037,0.03,642.048,16.0
818,0.225,0.2503,0.9037,0.05,634.375,16.0
819,0.225,0.2503,0.9037,0.07,637.906,13.0
820,0.225,0.2503,0.9037,0.09,637.189,16.0
821,0.225,0.2503,0.9037,0.11,643.713,17.0
822,0.225,0.2503,0.9037,0.13,648.062,15.0
823,0.225,0.2503,1.068,0.03,650.499,17.0
824,0.225,0.2503,1.068,0.05,641.534,17.0
825,0.225,0.2503,1.068,0.07,644.26,15.0
826,0.225,0.2503,1.068,0.09,646.777,14.0
827,0.225,0.2503,1.068,0.11,649.973,13.0
828,0.225,0.2503,1.068,0.13,651.605,14.0
829,0.225,0.2958,0.2465,0.03,421.351,14.0
830,0.225,0.2958,0.2465,0.05,446.143,--
831,0.225,0.2958,0.2465,0.07,446.143,--
832,0.225,0.2958,0.2465,0.09,446.143,--
833,0.225,0.2958,0.2465,0.11,446.143,--
834,0.225,0.2958,0.2465,0.13,446.143,--
835,0.225,0.2958,0.4108,0.03,424.027,17.0
836,0.225,0.2958,0.4108,0.05,446.143,--
837,0.225,0.2958,0.4108,0.07,446.143,--
838,0.225,0.2958,0.4108,0.09,446.143,--
839,0.225,0.2958,0.4108,0.11,446.143,--
840,0.225,0.2958,0.4108,0.13,446.143,--
841,0.225,0.2958,0.5751,0.03,430.944,12.0
842,0.225,0.2958,0.5751,0.05,446.143,--
843,0.225,0.2958,0.5751,0.07,446.143,--
844,0.225,0.2958,0.5751,0.09,446.143,--
845,0.225,0.2958,0.5751,0.11,446.143,--
846,0.225,0.2958,0.5751,0.13,446.143,--
847,0.225,0.2958,0.7394,0.03,432.485,22.0
848,0.225,0.2958,0.7394,0.05,446.143,--
849,0.225,0.2958,0.7394,0.07,446.143,--
850,0.225,0.2958,0.7394,0.09,446.143,--
851,0.225,0.2958,0.7394,0.11,446.143,--
852,0.225,0.2958,0.7394,0.13,446.143,--
853,0.225,0.2958,0.9037,0.03,458.887,12.0
854,0.225,0.2958,0.9037,0.05,446.143,--
855,0.225,0.2958,0.9037,0.07,446.143,--
856,0.225,0.2958,0.9037,0.09,446.143,--
857,0.225,0.2958,0.9037,0.11,446.143,--
858,0.225,0.2958,0.9037,0.13,446.143,--
859,0.225,0.2958,1.068,0.03,461.037,13.0
860,0.225,0.2958,1.068,0.05,446.143,--
861,0.225,0.2958,1.068,0.07,446.143,--
862,0.225,0.2958,1.068,0.09,446.143,--
863,0.225,0.2958,1.068,0.11,446.143,--
864,0.225,0.2958,1.068,0.13,446.143,--
865,0.275,0.0683,0.2465,0.03,674.999,18.0
866,0.275,0.0683,0.2465,0.05,668.757,24.0
867,0.275,0.0683,0.2465,0.07,668.695,20.0
868,0.275,0.0683,0.2465,0.09,668.599,19.0
